cgpa,branch,apps,backlogs,python,java,sql,comm_score,placed
7.051914615178148,4,3,0,1,1,1,6.14255160529141,1
8.777755692715242,2,1,0,0,1,1,9.892504310988583,1
6.143990827458112,2,2,1,1,0,0,2.1786361286029488,1
5.384899549143965,3,2,0,1,1,0,3.883232514306573,0
6.44875726456884,4,0,0,0,0,1,1.6645728539971687,0
5.8061064362700225,3,1,0,1,0,0,9.613036575636336,0
9.648488261712865,4,3,0,1,0,0,5.4099789950725485,1
9.040601897822086,4,1,1,0,0,0,3.923706613340787,0
8.167018782552118,4,1,0,1,0,1,9.361442575613173,1
9.357302950938589,2,0,0,0,1,1,4.9478929418851685,1
9.018360384495573,3,3,0,0,1,0,1.0498649313300512,0
5.932850294430179,3,1,0,1,1,1,6.049663555629358,1
9.46279499244989,3,2,0,1,0,1,1.8019825548505553,1
7.696711209578254,1,3,0,1,1,0,9.86258911401968,1
9.037200775820313,1,2,0,0,0,0,9.188726590578334,1
9.480456499617466,2,2,0,0,0,0,7.754776297216607,1
6.590017374859319,2,0,0,0,0,1,6.707077965175927,0
5.550259622638384,2,2,0,1,1,1,1.3934716886925855,1
6.139675812709708,3,2,0,1,0,0,3.0251607081521237,1
7.135538943131282,3,0,0,0,0,0,4.790910479761436,0
9.090073829612464,4,1,0,1,1,0,7.9893440131643345,1
9.303652916281717,3,1,0,1,1,1,2.261739637586872,1
5.034760652655954,2,1,0,0,1,0,7.790953349350111,1
7.553736512887829,2,2,1,1,1,0,6.38497621713277,1
7.0870550157438945,4,1,0,1,1,1,5.4239617314027235,1
6.110539052353651,1,3,0,0,1,0,9.287460053697684,0
5.599326836668414,3,2,0,0,0,1,6.953833759153765,1
6.68807585701814,3,1,0,1,1,1,3.447101702511218,1
9.714548519562596,1,2,0,1,1,1,5.227367257090412,1
6.616014660103776,2,3,0,1,0,1,6.927965175196484,1
7.59395310871683,2,0,0,0,1,1,1.8362502562030065,0
8.515094794475889,2,2,1,1,1,0,2.3274777527497346,0
6.81814801189647,3,0,1,0,0,0,9.341590759249204,0
9.858910413604804,1,3,0,1,0,1,3.402076348274794,1
9.812236474710556,1,0,0,0,1,0,4.250259672506745,1
6.258911479126821,2,3,0,0,1,1,2.075957665735197,1
7.4862425294619275,3,0,1,1,0,0,2.7301433465327056,0
6.504391549083849,1,3,0,0,0,0,1.9331104845644884,0
6.424202471887338,3,1,0,1,1,1,7.815144127032144,0
5.184434736772664,4,1,1,1,1,1,5.970280152061128,0
8.047821669899484,2,1,0,1,1,0,3.705720854907337,0
7.5133951161443076,2,0,0,0,0,1,3.3867487978776447,1
5.257393756249947,4,0,0,0,1,0,1.3180219026289843,0
6.393232321183057,1,3,0,0,0,1,6.0756236907848065,1
9.541329429833269,2,3,0,0,0,0,2.8995797832912635,1
6.197809453334862,1,2,0,0,0,0,2.7872913849214935,1
5.7244743604561155,2,2,0,1,0,1,8.388153618006932,1
7.447263801387815,4,0,0,1,0,1,1.8546127367626757,0
9.928252270553003,4,0,0,1,1,0,7.310559244117708,1
6.210276357557502,1,1,0,1,1,0,3.2297953607914742,1
8.360677737029393,2,1,0,1,0,0,7.171004219321385,1
8.808098076643589,2,2,0,1,0,0,1.9175263970850724,1
6.188187719961999,3,3,0,0,0,1,5.786723981648919,1
8.641081743059297,3,3,0,0,0,1,5.0986038160489215,1
6.838915663596266,2,3,1,1,0,1,5.146931620592547,0
8.161529152967898,1,0,0,0,0,0,2.979786700009935,1
8.167648553804474,4,1,0,0,0,0,2.2462983469548803,1
7.678873420373792,2,3,0,0,0,1,8.27166186839693,1
5.451448850272041,3,1,0,0,1,1,2.5283321248527724,0
9.17651247794619,4,3,0,0,1,0,4.912538254469844,1
6.603900324858679,1,2,0,0,1,0,1.2897594020968608,0
5.932592551999271,2,1,0,1,1,0,2.5923948578656373,0
5.20387570777382,2,2,0,1,1,1,2.2291044411346785,1
7.954464715941209,4,1,1,1,0,0,7.231570114676383,0
8.387821809211413,4,3,0,1,1,0,7.928288764169629,1
5.082939144639281,3,3,0,0,0,1,8.784854184979636,1
7.560465291496405,1,3,0,1,1,1,1.3571472344664786,1
6.1324788759896895,4,3,0,1,1,0,8.928339646613118,1
8.225863952047249,1,3,0,1,1,1,3.9672376383438097,1
5.871832145024957,1,3,0,1,1,0,9.139165573677943,1
8.45468869051233,2,3,0,0,0,0,4.735275966605639,1
6.933676731502687,4,0,0,1,1,1,1.1048876781086185,1
9.683649943683672,4,1,0,1,1,0,5.528454859024525,1
5.687604720729967,3,2,0,0,1,0,6.373428249927668,1
6.705331755251293,2,0,0,1,0,0,6.382783736129008,1
5.567367606202946,4,1,1,0,1,0,9.416526302850952,0
9.623468091392814,4,2,0,1,0,0,4.843695426262785,1
9.386696766904905,3,1,0,0,0,1,5.340062422098075,1
6.289708138575778,3,2,0,1,0,1,9.968217843946771,0
8.299920230170894,1,2,0,1,1,1,1.200087587573916,1
9.08611100100608,2,2,0,0,1,0,6.633204182623088,1
7.776004057997312,1,1,0,0,0,1,7.2578167776977125,1
7.648252891780032,3,1,1,0,0,1,6.306727474236383,0
6.209261454502259,4,2,1,0,0,0,5.631885610807594,0
5.465513839029496,4,2,1,0,0,1,4.232746827485537,0
9.486078789766633,3,3,1,1,0,1,6.879960244523721,1
9.502090285816653,1,2,0,1,0,1,2.9889750888533633,1
8.16550728636634,1,3,0,0,0,1,9.40907325838469,1
6.6951489552435035,3,3,0,1,0,1,9.39917489386939,1
6.746047873063304,4,3,0,0,1,1,5.458919345311955,1
8.629778394351197,2,2,1,1,0,1,6.276989331437075,1
9.485551299762886,1,2,0,0,0,0,9.995950518744491,1
9.435432121325587,2,2,1,0,1,1,6.211136945987796,0
8.899377729288119,4,2,0,0,1,1,8.928360615528064,1
8.21015823077144,3,3,0,1,1,1,2.419727785319856,1
5.4206998249752445,1,2,0,0,1,0,4.527629179742714,1
5.808143570473069,1,3,1,1,0,0,6.321198398372559,0
9.492770942635396,4,3,1,1,0,1,9.332285027938202,1
8.03214529829795,3,3,0,0,0,0,1.3549587889171213,0
5.045985258083149,1,1,1,1,0,1,7.97543607379391,0
5.50735771433016,4,0,0,1,0,1,6.915930990874315,0
8.317508845540278,1,3,0,0,0,1,4.5188942057575945,1
5.025307919231094,2,3,0,0,0,0,7.7206891859673705,0
5.804040257087493,1,0,0,1,0,1,6.082764837996333,0
7.743668946832931,4,1,0,0,0,0,4.957201655069726,0
8.459475988463467,2,2,0,0,0,0,1.6714107604258652,1
8.259806297513002,1,1,0,1,1,0,4.420488839475545,1
6.1213465473027995,1,2,0,0,1,1,3.8781837902940204,1
8.56089610673768,3,0,0,1,1,0,7.492000636536835,1
6.186245437484001,3,1,1,0,0,1,9.58717839334823,0
6.626998490796339,1,0,0,1,1,0,7.744623951739046,1
8.73245702559012,2,1,0,1,1,0,4.918695267926638,1
8.248164495236074,3,1,0,1,0,1,6.548556353281062,1
9.24611705247089,3,0,0,1,0,0,1.9678449151137196,1
8.288064461501717,3,0,1,0,0,1,5.043020399646698,0
7.841543016677358,4,0,1,0,0,1,4.833415372355305,0
5.468373839140463,1,2,0,1,0,0,7.202598321359168,1
6.838579015297167,2,0,0,0,1,1,9.790084388524047,1
6.326011838408627,2,3,0,0,0,1,5.706449935989679,1
6.219948216895418,1,3,0,1,0,1,6.594139873976525,1
9.865052773762228,3,0,0,0,0,1,3.553722873735807,1
6.965488623333802,2,0,0,1,0,0,4.229095953936541,1
9.460232775885567,4,1,0,0,1,1,8.047771762983647,1
8.155693129986314,4,3,0,1,1,0,2.3782886455020487,1
8.974056517708242,2,2,0,1,0,0,4.068104403814989,1
7.513185465525961,4,1,0,1,1,0,8.387363780438253,1
7.884519423131795,1,2,0,1,1,0,6.313108232334184,1
7.462588469094319,4,0,0,0,0,0,9.444365510623982,1
5.976214938990222,4,1,0,1,0,0,6.648463342525612,1
8.612260576307527,2,3,0,1,0,1,3.848073580947563,1
6.403861812204279,4,1,1,1,0,0,1.7477198697352145,0
5.121579832157269,2,2,1,1,0,0,9.469555118722408,0
8.227361479535839,3,3,0,1,1,0,5.827452405744029,1
5.8855533970352445,3,2,1,1,1,0,5.556149112178619,0
9.70229292176457,4,3,0,1,0,1,2.9046580019909705,1
9.769642885012937,3,0,0,0,0,0,5.643060156030897,0
9.574321951102242,2,0,0,1,0,1,1.9416138739949935,1
6.850793501277222,3,0,0,0,0,1,7.532311097639615,1
5.077283082644337,1,3,0,1,0,0,8.885836139434264,1
9.641592812938626,3,1,0,1,0,1,9.75036614430786,1
7.140920741586571,3,0,1,1,0,0,3.743485425012226,0
9.833274095218348,2,3,1,1,0,1,2.864563193466611,1
9.818099885446264,3,3,0,1,1,0,2.3736544353478513,1
9.265047277336802,4,0,0,0,0,0,1.8503164727431596,0
6.4722444603479286,1,3,0,1,0,1,8.276378465932229,1
6.9254886430096265,3,3,0,1,1,0,4.707006833359455,1
9.255683357584285,3,0,0,1,0,1,2.6620631550524285,1
6.584610025781388,4,1,0,1,1,1,5.524509195072225,1
5.847463733430462,1,2,0,0,0,1,2.3727553592747714,1
7.784006312291751,1,1,0,1,0,1,8.58602802796694,1
9.680773870803904,3,3,0,0,0,0,1.7626912819056142,0
8.480148983374864,2,3,0,1,1,1,1.4360014703013793,1
7.850305850446825,1,3,0,0,0,0,8.582976347969922,1
5.485882468853843,1,0,1,1,0,1,7.811649997281951,0
8.07503613349585,2,2,0,1,1,1,5.25389637777605,1
9.950269250521316,1,3,0,1,0,0,7.3816673783370765,1
5.7004200761826205,1,3,0,1,0,0,1.6376834765992245,1
7.591648261818683,2,1,0,1,0,0,7.383456543433641,0
9.386865359639778,3,3,0,1,0,0,2.913731183467842,1
8.703843088771022,2,3,0,1,0,0,9.008305471541915,1
8.48507870497634,4,0,0,1,1,1,2.631250075424428,1
8.512420419935546,4,1,0,1,1,1,8.751814524391072,1
6.797455756098776,3,1,0,1,0,0,8.135317702381688,1
6.467959221322467,4,3,0,0,0,0,1.4548216590403182,0
9.046805777392567,4,0,0,0,0,1,2.0954592878860985,0
9.050566973395904,1,0,0,0,0,0,3.0820896250770966,1
9.335361592900519,1,2,0,1,0,0,6.4465426583335095,1
9.566202762782357,3,2,0,1,1,0,4.130382969044271,1
7.556711994304689,4,3,0,1,0,1,7.798141077936007,1
7.507581473435998,4,2,0,1,0,1,9.460220315920466,1
8.991475894833876,2,0,0,0,0,0,8.962191671571055,0
8.249819653888826,1,1,0,0,0,1,4.698684587161635,1
8.509834386288517,2,2,0,0,1,0,1.3897440618536188,1
8.978963347180505,4,3,0,0,0,0,3.27160348897728,1
9.450026709087831,3,0,0,0,1,0,4.988811931566462,1
6.689975784257679,4,2,0,1,0,0,4.37164887354563,1
6.87791476319972,3,0,0,1,1,0,4.359810558459431,1
5.469909699204345,3,1,0,1,1,0,3.494190863397023,1
7.89140070498087,2,0,0,0,0,1,5.187170261241789,0
5.17971136898371,4,3,0,1,1,0,8.255570336407612,1
7.327990090662301,2,2,0,0,1,0,1.1186608725836682,1
7.713223173537883,4,0,0,1,0,1,4.963004724444888,1
6.432706260641422,3,1,0,1,0,1,9.542544128823504,0
7.954166302845054,1,2,0,0,0,1,6.723995217368592,1
5.152501249695247,4,2,1,0,0,1,9.908515555534375,0
5.186740943746072,3,3,0,1,0,0,4.593193033350054,1
9.113002803298292,1,1,0,0,0,1,3.415512455810521,0
6.800953207056315,4,0,0,1,1,0,9.272303220226606,1
5.635302563259424,1,1,0,0,0,1,2.9466082977753465,0
7.611216300274021,4,1,0,0,0,1,8.703346556797014,1
8.849967765493055,4,1,1,1,1,0,3.215411352533019,0
6.079105137484216,1,0,0,1,0,0,7.7078313879435,0
8.114452379095,2,2,0,0,0,0,8.562669694267584,0
5.42673732496884,1,1,0,0,0,1,8.854539584723629,0
5.258408605843038,1,0,0,1,0,1,9.425004674979789,1
7.65677315784074,3,2,0,0,0,1,7.301457758066381,0
7.7031756080505325,1,3,0,0,0,0,4.918124512088472,0
8.187149507491032,4,0,0,1,1,0,3.1078208027664163,0
8.630456668613308,4,1,0,0,0,1,1.9401838304165633,1
9.879260397312674,1,1,0,0,0,1,9.097603674778465,1
7.581501741505976,3,0,0,0,0,0,2.9005947746453984,0
6.61478236470623,4,0,0,0,1,0,7.660399136669534,0
8.975930973843518,2,1,0,0,0,0,7.881874064516765,1
6.3541612563103715,1,0,0,0,0,0,4.450714622951688,0
7.1948571035281805,2,1,0,1,0,1,6.845113039844583,0
5.39228190671133,3,0,0,1,0,1,2.089042508514903,0
5.126753717077287,2,3,1,0,0,0,4.477025517924132,0
9.813242073389626,1,2,0,0,0,1,4.289813535541684,1
9.17990060256103,2,3,1,1,0,0,5.985410844257778,1
8.479871030468491,4,0,0,1,0,1,5.319306337552535,1
7.044764722071349,2,3,0,0,0,0,2.1358180819148993,1
5.866471600354229,3,3,0,1,0,0,5.485745847365609,1
5.78218521335543,3,2,0,1,0,1,1.1200899982342238,1
6.251214490822976,3,0,1,1,1,1,4.940474868472453,0
7.746133323530602,4,3,0,0,1,1,2.4528776114091624,1
8.572979613500312,3,3,0,1,1,0,2.262339901674209,1
8.300986883588656,4,0,0,1,0,0,1.0136452774889242,0
6.399669484729714,3,2,0,0,0,0,9.981918782470219,1
9.774326403315971,3,3,0,1,1,1,5.795367307155099,1
8.689484583478842,3,1,1,0,0,1,5.42149035506751,0
7.771770262557004,4,2,0,1,0,0,3.301492091659487,1
8.058603731171761,3,0,0,1,0,1,7.61659757653849,1
7.09800031213895,4,1,0,1,0,1,6.361985026689228,1
6.238654947505787,4,1,0,0,0,0,8.182495415769731,1
6.779863393256308,4,3,0,0,0,1,9.283112617039304,1
8.789230552321845,2,3,1,1,1,0,5.798603873928054,1
5.071967443148779,3,0,0,0,0,1,2.27109799958418,0
5.580363202534581,4,3,0,1,1,0,7.17369954199985,1
5.230013210108764,2,2,0,0,0,0,9.891362176770263,1
5.203644011594851,1,1,0,0,0,1,3.3816123047369473,1
9.277302920055035,4,2,0,0,0,1,9.119454062153036,1
8.518289296900118,4,1,0,0,0,1,6.73932437706222,0
7.370869145436626,3,0,0,1,1,0,6.022582960953373,1
5.489170803255007,4,1,0,0,0,0,1.556322675768723,0
7.458079375584162,1,3,1,0,0,0,4.991369002217057,0
7.367358853902829,4,0,0,1,1,0,4.934976941552993,0
5.866009349550076,4,0,1,0,1,1,8.915505628275366,0
7.169258246189865,3,0,1,0,1,0,6.61923298455057,0
6.992523671986867,4,1,0,1,0,0,8.553522422124765,0
8.079250490261082,1,2,1,1,1,0,4.592208642027913,0
8.175468254338218,2,3,0,0,0,1,8.154634382573978,1
5.226520048860222,3,2,0,0,1,1,1.367744533288032,0
6.873063073132356,2,1,0,1,0,1,5.399994133563681,1
8.129299578571182,1,2,0,1,1,0,6.324902936713776,1
7.515681292900439,4,2,0,0,1,0,1.1422930112648513,1
9.28244920594161,2,2,0,0,0,0,1.1288392303497712,0
8.293468158094726,3,0,1,1,1,0,9.297130810677332,0
5.8146721354071484,2,1,0,0,0,1,9.34561221548896,0
5.352843737002149,4,1,1,1,1,1,9.475146141883496,0
8.212096391031578,2,3,1,1,0,1,2.727189239529165,0
5.132556552708109,1,3,0,0,1,1,9.630000156678285,1
7.928877906367316,4,0,0,1,0,0,7.801605469803843,0
9.701151207124788,4,1,1,1,0,1,5.0298575570050685,1
7.877370889379395,4,3,0,0,0,1,5.429769547618633,1
6.940849631032609,1,3,0,0,1,0,3.8810124582241654,1
8.216441092211767,3,0,0,0,1,1,9.009885587733365,1
7.291264452457583,1,3,0,0,1,0,6.853594871698057,1
7.728083946579675,4,3,0,1,1,0,8.150145990138125,1
9.707324043882625,4,3,0,1,0,0,1.4633142852801984,1
6.930513189003872,2,3,0,1,1,1,2.0451668599395108,1
9.805952819119572,1,2,0,1,0,0,6.637950320078394,1
9.526753209780319,3,0,0,0,0,1,1.194136606938561,0
5.978955673946482,4,0,0,1,1,1,8.877370372788462,0
5.346806504375827,1,2,0,1,1,0,6.685105720249769,0
5.503890006887133,4,3,0,1,0,0,1.2822447622136148,1
5.091109128257749,3,1,1,1,0,1,7.929558394649134,0
5.472214803779642,3,3,0,0,0,0,6.5587665611489285,1
8.415033867081785,2,2,0,0,1,0,9.599459392691548,0
5.355943242301145,2,3,1,1,0,0,3.3531450341980387,0
6.594878151468807,2,0,0,0,0,0,2.4605674436549645,0
9.224376554847272,3,3,1,1,1,1,5.2065362504553265,1
5.116359678679129,1,1,0,1,0,0,5.399219067781834,0
9.072342412944678,1,0,0,0,1,1,1.4108489395714416,0
6.409273873867,3,3,0,1,1,0,3.872785014979256,1
5.590824138108282,3,3,0,1,0,0,3.4538325016548916,1
8.483685826820754,1,1,1,1,1,1,6.4895362144680835,1
8.14471423389942,4,3,0,0,1,1,7.86808774578043,1
9.387360067635264,1,2,0,1,1,1,3.3009847027527015,1
8.67535521901943,3,1,0,0,0,1,7.603236711794011,1
9.017404651924242,1,2,0,1,0,1,4.495188220687275,1
6.410172862856532,1,1,0,1,0,1,6.969758523970753,0
5.887197718898614,3,0,0,0,1,1,6.388178036814407,1
8.753073758204291,4,1,0,1,1,1,8.200455795258618,1
9.034173696336321,3,1,0,1,0,1,6.784302276962525,1
9.952525710003368,2,2,0,1,0,0,2.662554578035248,1
7.063088384557132,2,2,0,1,1,1,8.100387150326128,1
6.860090428963916,1,1,0,0,1,0,7.211023742255974,0
8.882064803709984,3,0,0,1,0,0,4.611475855433869,1
6.704017701265089,4,1,0,1,0,0,1.070115441651438,1
9.653786628017823,1,3,0,1,0,1,6.227299415687559,1
9.29206375921506,3,1,0,0,0,1,5.983366389339244,1
7.1449701368750915,1,0,0,0,0,1,7.5749705312166045,0
8.754355338957486,1,2,0,0,0,0,1.6893094718517843,1
8.772714370423412,3,3,0,1,0,1,4.840403929869556,1
5.5156193441796635,4,1,0,0,0,0,6.095120220770014,0
9.512764533397833,4,1,0,0,0,1,9.508989383303845,1
7.526261862239286,2,1,0,1,0,1,7.085451128390621,1
9.13228733053871,4,2,0,1,0,1,4.749161495496067,1
6.600248005153059,2,0,0,1,0,0,8.427153482327942,1
9.477616142481002,3,3,0,0,1,1,4.877170225490218,1
6.946008393670816,1,0,1,0,1,1,7.596786118709201,0
5.054188257401492,1,0,0,1,0,1,5.7670486232056595,0
9.52690988209632,4,1,1,1,1,1,2.389202283985664,0
5.456433383930667,1,3,0,0,1,0,9.859234156354647,1
6.596568187952075,3,3,0,1,0,0,5.526115286740575,1
9.750309835254026,4,2,0,1,1,0,2.355788516183078,1
9.753035734687781,4,3,1,1,0,1,8.570272548403047,1
7.86718944061643,2,0,0,0,0,1,6.960161850563846,1
8.159186060848995,3,1,0,1,1,1,4.454678123159082,1
7.242227609891598,2,1,1,0,0,1,3.5247597487340694,0
6.466053858490323,4,1,0,0,1,0,4.160051879681967,1
6.64332272684958,2,0,0,1,1,1,7.521611152336507,1
8.362592280385192,3,2,0,0,0,0,2.401618285606556,1
8.761872647188401,2,2,0,0,1,0,4.562988153447376,1
8.957895218629243,4,3,0,1,0,1,4.112624865706485,1
8.94809071397277,2,1,0,1,0,1,1.2332864915719224,1
5.456030515243452,4,1,0,1,0,1,5.217080179504791,1
7.472101523512907,4,1,0,0,1,1,2.1152374507146154,1
5.287793800083222,2,1,0,1,1,0,5.229788698094103,1
7.747644411618678,1,1,0,0,1,1,4.685129610770609,1
7.207652506866885,3,3,0,1,1,0,6.41892308318803,1
9.4385209137915,4,2,0,0,0,1,4.533203295155245,1
6.754575062760393,1,2,0,0,0,0,4.1922727221125085,1
5.585335082138029,3,0,0,1,1,0,8.617347247166402,0
5.714958410264179,1,1,0,1,1,0,9.77313396543294,1
8.80755315858736,2,2,0,1,1,1,4.3534223036641055,1
8.091090316581305,4,2,1,0,1,1,6.097575802083782,1
5.505613380613951,1,3,1,0,0,1,4.570578469960314,1
5.420534030574987,1,3,0,1,0,1,3.976164522108136,1
8.5048456572956,3,0,0,0,0,1,1.810377780011529,1
5.363815031820968,3,0,0,1,1,0,3.0863598071106506,1
9.109300296451782,4,2,0,0,0,1,9.642177768836012,1
8.531211135782481,1,0,0,0,1,0,1.5374272499704595,1
5.406743903209499,4,2,0,1,0,0,6.283410019921696,0
5.42418857042596,3,3,0,0,1,1,9.006285875142382,1
9.933197892505877,4,0,0,1,1,1,1.3514802054642412,1
6.8713539787806015,2,2,0,0,0,1,4.004094539673515,1
6.8532107353344545,4,2,0,1,1,1,3.3027459491848097,1
9.063997836287513,2,3,0,1,0,0,2.6072383546415665,1
9.736242886919293,4,2,0,0,0,1,3.301931113629565,1
9.930005319114354,4,1,0,1,1,0,9.767670073867974,1
8.766890926294709,2,1,0,1,1,0,4.168121246750657,1
6.881297927654579,3,2,0,0,0,0,9.075882951939057,1
5.417503583493344,4,0,1,0,1,0,1.7417478291036237,0
8.885734579637184,3,1,0,1,0,0,4.645423165423922,1
7.792021248679025,1,1,0,0,0,1,8.615506488216768,1
7.1211100462348815,3,1,1,0,1,1,9.781238388659974,0
9.53177192547368,1,1,0,1,0,1,3.5574369426623704,0
5.555987411530757,3,0,0,0,0,0,4.275219913151487,0
7.4631255214542955,3,3,0,0,1,1,7.65524371269467,1
5.0567682238370955,1,0,0,0,0,0,7.079990138673244,0
7.343303209970632,2,3,0,1,0,1,3.4916144091283985,1
5.2815163784091865,3,1,0,1,0,0,4.20727152146949,1
